company_name,ticker,email,context,context_2,company_address,company_phone,company_website,CFO_name
BioHarvest Sciences Inc. ,CNVCF,BHSC@mzgroup.us,Investor Relations Contact: Lucas A. Zimmerman Managing Director MZ Group - MZ North America +1 (949) 259-4987,,"1140-625 Howe Street Vancouver, BC V6C 2T6 Canada",604 622 1186,https://www.bioharvest.com,
BioHarvest Sciences Inc. ,CNVCF,info@bioharvest.com,"BioHarvest Corporate Contact: Dave Ryan, VP Investor Relations & Director +1 (604) 622-1186",,"1140-625 Howe Street Vancouver, BC V6C 2T6 Canada",604 622 1186,https://www.bioharvest.com,
La Rosa Holdings Corp ,LRHC,monica@NewtoTheStreet.com,New to The Street Monica Brennan monica@NewtoTheStreet.com https://newtothestreet.com/ 1-917-330-2564,,"1420 Celebration Blvd Suite 200 2nd Floor Celebration, FL 34747 United States",321-250-1799,https://www.larosarealty.com,Mr. Kent C. Metzroth
Satixfy Communications Ltd. ,SATX,info@satixfy.com,"Media Contact: Helena Itzhak / Aviv Sax Nahamoni, ","Media Contact: Helena Itzhak / Aviv Sax Nahamoni, ",12 Hamada Street Rehovot 670315 Israel,972 8 939 3200,https://www.satixfy.com,Mr. Oren  Harari
Satixfy Communications Ltd. ,SATX,satixfy@ekglobal.com,"Investor Contact: Ehud Helft & Kenny Green, EK Global IR, ","Investor Contact: Kenny Green & Ehud Helft, EK Global IR, ",12 Hamada Street Rehovot 670315 Israel,972 8 939 3200,https://www.satixfy.com,Mr. Oren  Harari
CNS Pharmaceuticals ,CNSP,CNSP@jtcir.com,"CONTACTS: Investor Relations Contact JTC Team, LLC Jenene Thomas 833-475-8247","Investor Relations Contact JTC Team, LLC Jenene Thomas 833-475-8247","2100 West Loop South Suite 900 Houston, TX 77027 United States",800 946 9185,https://www.cnspharma.com,
Satixfy Communications Ltd. ,SATX,finance@satixfy.com,"Shareholders may request, free of charge, a hard copy of the Annual Report, which includes SatixFy’s complete audited consolidated financial statements for the year ended December 31, 2023, by contacting  .",,12 Hamada Street Rehovot 670315 Israel,972 8 939 3200,https://www.satixfy.com,Mr. Oren  Harari
"OriginClear, Inc. ",OCLN,spickryan@gmail.com,Fortune Rise Acquisition Corporation Ryan Spick,,"13575 58th Street North Suite 200 Clearwater, FL 33760-3739 United States",727 440 4603,https://www.originclear.com,Mr. Prasad  Tare
"OriginClear, Inc. ",OCLN,ann@mpublicrelations.com,Media and Investor Relations Contact  M Public Relations Ann Pedersen (402) 547-6001 ann@mpublicrelations.com  www.mpublicrelations.com,,"13575 58th Street North Suite 200 Clearwater, FL 33760-3739 United States",727 440 4603,https://www.originclear.com,Mr. Prasad  Tare
XORTX Therapeutics Inc. ,XRTX,adavidoff@xortx.com, or +1 403 455 7727, or +1 403 455 7727,"3710 – 33rd Street NW Alberta Beach, AB T2L 2M1 Canada",403 455 7727,https://www.xortx.com,"Mr. James Neville Fairbairn C.A., C.P.A., ICD.D"
XORTX Therapeutics Inc. ,XRTX,nick@alpineequityadv.com, or +1 617 901 0785, or +1 617 901 0785,"3710 – 33rd Street NW Alberta Beach, AB T2L 2M1 Canada",403 455 7727,https://www.xortx.com,"Mr. James Neville Fairbairn C.A., C.P.A., ICD.D"
XORTX Therapeutics Inc. ,XRTX,kgolodetz@lhai.com, or 1 212 838 3777, or 1 212 838 3777,"3710 – 33rd Street NW Alberta Beach, AB T2L 2M1 Canada",403 455 7727,https://www.xortx.com,"Mr. James Neville Fairbairn C.A., C.P.A., ICD.D"
"Envoy Medical, Inc. ",COCH,investorrelations@envoymedical.com,Investor Contact:  CoreIR  516-222-2560  ,,"4875 White Bear Parkway White Bear Lake, MN 55110 United States",877 900 3277,https://www.envoymedical.com,Mr. David R. Wells
Sonoma Pharma ,SNOA,busdev@sonomapharma.com,"About Sonoma Pharmaceuticals, Inc. Sonoma Pharmaceuticals is a global healthcare leader for developing and producing stabilized hypochlorous acid (HOCl) products for a wide range of applications, including wound, eye, oral and nasal care, dermatological conditions, podiatry, animal health care and non-toxic disinfectants. Sonoma's products are clinically proven to reduce itch, pain, scarring, and irritation safely and without damaging healthy tissue. In-vitro and clinical studies of HOCl show it to safely manage skin abrasions, lacerations, minor irritations, cuts, and intact skin. Sonoma's products are sold either directly or via partners in 55 countries worldwide and the company actively seeks new distribution partners. The company's principal office is in Boulder, Colorado, with manufacturing operations in Guadalajara, Mexico. European marketing and sales are headquartered in Roermond, Netherlands. More information can be found at  www.sonomapharma.com . For partnership opportunities, please contact  .","Sonoma will showcase this expanded product line at CPHI Japan in Tokyo April 17-19, 2024, at booth 5K-03. Sonoma will also showcase Microcyn NPWT Solution at the Symposium on Advanced Wound Care (SAWC) Spring Conference in Orlando, Florida, May 14-18, 2024 at booth 1102. To set up a meeting at either conference, please contact  . Sonoma Pharmaceuticals is a global healthcare leader for developing and producing stabilized hypochlorous acid (HOCl) products for a wide range of applications, including wound, eye, oral and nasal care, dermatological conditions, podiatry, animal health care and non-toxic disinfectants. Sonoma's products are clinically proven to reduce itch, pain, scarring, and irritation safely and without damaging healthy tissue. In-vitro and clinical studies of HOCl show it to safely manage skin abrasions, lacerations, minor irritations, cuts, and intact skin. Sonoma's products are sold either directly or via partners in 55 countries worldwide and the company actively seeks new distribution partners. The company's principal office is in Boulder, Colorado, with manufacturing operations in Guadalajara, Mexico. European marketing and sales are headquartered in Roermond, Netherlands. More information can be found at  www.sonomapharma.com . For partnership opportunities, please contact  busdev@sonomapharma.com .","5445 Conestoga Court Suite 150 Boulder, CO 80301 United States",800 759 9305,https://www.sonomapharma.com,Mr. Jerome J. Dvonch
Sonoma Pharma ,SNOA,customerservice@sonomapharma.com,"For more information, or to order Microcyn® Negative-Pressure Wound Therapy Solution, please visit  https://pro.sonomapharma.com/  or contact our customer service department at 720-452-9690 or  .",,"5445 Conestoga Court Suite 150 Boulder, CO 80301 United States",800 759 9305,https://www.sonomapharma.com,Mr. Jerome J. Dvonch
"FingerMotion, Inc. ",FNGR,info@fingermotion.com,"FingerMotion, Inc. For further information e-mail:  Phone: 718-269-3366","Company Contact: FingerMotion, Inc. For further information e-mail:    Phone: 718-269-3366",111 Somerset Road Level 3 Singapore 238164 Singapore,347 349 5339,https://fingermotion.com,Mr. Yew Hon  Lee
"FingerMotion, Inc. ",FNGR,info@skylineccg.com,"New York, NY, 10036 Office: (646) 893-5835 Email: ","Investor Relations Contact: Skyline Corporate Communications Group, LLC Scott Powell, President One Rockefeller Plaza, 11th Floor New York, NY 10020 Office: (646) 893-5835 Email: ",111 Somerset Road Level 3 Singapore 238164 Singapore,347 349 5339,https://fingermotion.com,Mr. Yew Hon  Lee
"Can-Fite BioPharma, Ltd. ",CANF,motti@canfite.co.il,Motti Farbstein CEO +972528998671 motti@canfite.co.il https://www.canfite.com/,,10 Bareket Street Kiryat Matalon PO Box 7537 Petah Tikva 4951778 Israel,972 3 924 1114,https://www.canfite.com,
"Can-Fite BioPharma, Ltd. ",CANF,info@canfite.com,Can-Fite BioPharma Motti Farbstein info@canfite.com  +972-3-9241114,,10 Bareket Street Kiryat Matalon PO Box 7537 Petah Tikva 4951778 Israel,972 3 924 1114,https://www.canfite.com,
SRAX ,SRAX,info@xdefi.io,,,"2629 Townsgate Road Suite 215 Westlake Village, CA 91361 United States",323 694 9800,https://www.srax.com,
SRAX ,SRAX,investors@srax.com,,,"2629 Townsgate Road Suite 215 Westlake Village, CA 91361 United States",323 694 9800,https://www.srax.com,
SRAX ,SRAX,Investors@srax.com,"Los Angeles, March 05, 2024 (GLOBE NEWSWIRE) -- Los Angeles, [5 March 2024] - SRAX Inc. (OTC: SRAX), a financial technology company that unlocks data and insights for publicly traded companies through its SaaS platform Sequire, today announced it has selected XDEFI as its Web3 wallet partner. XDEFI is a pioneering multichain cryptocurrency wallet. The partnership will enable SRAX’s network of active equity investors to access decentralized applications and assets spanning 200+ blockchains, seamlessly and securely. In addition, SRAX clients who download the wallet will be eligible for airdrops in $XDEFI tokens and many future token airdrops.  In 2023, over $5 billion was given away through airdrops and experts believe $10 billion will be airdropped in 2024. This partnership will allow Sequire clients to reward their shareholders with valuable airdrops.  The SRAX investor intelligence and communications platform, Sequire, tracks a global network of active investors’ buying and selling behaviors, enabling public companies to leverage those insights to acquire shareholders and engage with them. The XDEFI multichain cryptocurrency wallet, with over 230,000 active users, provides access to every application, asset, and NFT across every major blockchain ecosystem, including Ethereum, Bitcoin, THORChain, Cosmos, Solana, and TRON. Emile Dubié, CEO of XDEFI, said: “Our partnership with SRAX represents a significant leap forward, as it equips active equity investors with the tools they need to access decentralized finance and explore new investment opportunities. We believe this will spur DeFi and Web3 adoption, ushering in a new stream of capital into the ecosystem. We are thrilled to be working with Chris and the SRAX team on this groundbreaking project.” Christopher Miglino, Founder and CEO of SRAX, said: “We work tirelessly to drive value and new opportunities for the issuers on the Sequire platform and the investors who participate in our events. XDEFI represents a multichain wallet, and we are proud to partner with them to bring the world of Web3 to our users.” Story continues About SRAX SRAX (OTC: SRAX) is a financial technology company that unlocks data and insights for publicly traded companies. Through its premier investor intelligence and communications platform, Sequire, companies can track their investors' behaviors and trends and use those insights to engage current and potential investors across marketing channels. For more information on SRAX, visit srax.com and mysequire.com. About XDEFI XDEFI is a pioneering multichain cryptocurrency wallet with 230,000+ active users. XDEFI users have access to every application, asset, and NFT across major blockchain ecosystems such as Ethereum, Bitcoin, THORChain, Cosmos, Solana, and NEAR. In the 6 months to February 28, 2024, $215 million in swap volume was processed in XDEFI swaps. Install XDEFI:  https://go.xdefi.io/sequire   Contact: Kevin Beardsley, COO, XDEFI info@xdefi.io Contact: Investor Relations, SRAX investors@srax.com   SRAX, Inc., a technology company, focused on enhancing communications between public companies and their shareholders and investors in the United States. The company offers Sequire, a Saas platform that allows issuers to track their shareholders' behaviors and trends, then use data-driven insights to engage with shareholders across marketing channels. It also organizes and hosts investor conferences within the micro and small- cap markets. The company markets and sells its services through its in-house sales and marketing team. The company was formerly known as Social Reality, Inc. and changed its name to SRAX, Inc. in August 2019. SRAX, Inc. was founded in 2009 and is headquartered in Westlake Village, California. Cautionary Statement Regarding Forward-Looking Information: This news release contains forward-looking statements made pursuant to the ""safe harbor"" provisions of the Private Securities Litigation Reform Act of 1995. Such forward-looking statements relate to future, not past, events and may often be identified by words such as expect, anticipate, intend, plan, believe, seek or will. Forward-looking statements by their nature address matters that are, to different degrees, uncertain. Specific risks and uncertainties that could cause our actual results to differ materially from those expressed in our forward-looking statements include risks inherent in our business, and our need for future capital. Actual results may differ materially from the results anticipated in these forward-looking statements. Additional information on potential factors that could affect our results and other risks and uncertainties are detailed from time to time in SRAX's periodic reports filed with the Securities and Exchange Commission (SEC), including its Annual Report on Form 10-K for the year ended December 31, 2021, its Quarterly Reports on Form 10-Q as well as and in other reports filed with the SEC. We do not assume any obligation to update any forward-looking statements. Contact Investors@srax.com",,"2629 Townsgate Road Suite 215 Westlake Village, CA 91361 United States",323 694 9800,https://www.srax.com,
Regional Health Properties ,RHE,Brent.morrison@regionalhealthproperties.com,Brent.morrison@regionalhealthproperties.com,,"454 Satellite Boulevard Northwest Suite 100 Suwanee, GA 30024-7191 United States",678 869 5116,https://regionalhealthproperties.com,
Biosyent ,BIOYF,investors@biosyent.com,Mr. René C. Goehrum President and CEO BioSyent Inc. E-Mail:  Phone: 905-206-0013 Web:  www.biosyent.com,,"2476 Argentia Road Suite 402 Mississauga, ON L5N 6M1 Canada",905-206-0013,https://www.biosyent.com,Mr. Robert J. March
Sono-Tek Corp ,SOTK,info@sono-tek.com,,Stephen J. Bagley Chief Financial Officer Sono-Tek Corporation,"2012 Route 9W Milton, NY 12547 United States",845 795 2020,https://www.sono-tek.com,"Mr. Stephen J. Bagley CPA, CPA"
Sono-Tek Corp ,SOTK,catie@pcgadvisory.com,Investor Relations: Catie Corcoran PCG Advisory (804)767-9773,,"2012 Route 9W Milton, NY 12547 United States",845 795 2020,https://www.sono-tek.com,"Mr. Stephen J. Bagley CPA, CPA"
"Lisata Therapeutics, Inc ",LSTA,jmenditto@lisata.com,,,"110 Allen Road 2nd Floor Basking Ridge, NJ 07920 United States",908 842 0100,https://www.lisata.com,
Orion Energy Systems ,OESX,,,,"2210 Woodland Drive Manitowoc, WI 54220 United States",920 892 9340,https://www.orionlighting.com,Mr. John Per Brodin
Luventix ,PRIVATE,,,,,,,
Viemed Healthcare ,VMD,glen@bristolir.com,,,"625 East Kaliste Saloom Road Lafayette, LA 70508 United States",337 504 3802,https://www.viemed.com,Mr. Trae Paul Fitzgerald
Viemed Healthcare ,VMD,investorinfo@viemed.com,,,"625 East Kaliste Saloom Road Lafayette, LA 70508 United States",337 504 3802,https://www.viemed.com,Mr. Trae Paul Fitzgerald
Perfect Corp ,PERF,Investor_Relations@PerfectCorp.com,"Investor Relations Contact  Investor Relations, Perfect Corp. Email: ",,No. 98 Minquan Road 14th Floor Xindian District New Taipei City 231 Taiwan,886 2 8667 1265,https://www.perfectcorp.com,
Geodrill Ltd ,GEODF,,,,Ragnall House South Suite 18 Peel Road Douglas IM1 4LZ Isle of Man,44 1624 676 585,https://www.geodrill-gh.com,Mr. Gregory  Borsk
Strawberry Fields REIT ,STRW,Conference@EmergingGrowth.com,,,"6101 Nimitz Parkway South Bend, IN 46628 United States",574 807 0800,https://www.strawberryfieldsreit.com,Greg  Flamion
Strawberry Fields REIT ,STRW,Questions@EmergingGrowth.com,Submit Questions for any of the presenting companies to:  Submit Questions for any of the presenting companies to:  Questions@EmergingGrowth.com,,"6101 Nimitz Parkway South Bend, IN 46628 United States",574 807 0800,https://www.strawberryfieldsreit.com,Greg  Flamion
Strawberry Fields REIT ,STRW,ir@sfreit.com,Jeff Bajtner (773) 747-4100 x 422 ir@sfreit.com www.strawberryfieldsreit.com,,"6101 Nimitz Parkway South Bend, IN 46628 United States",574 807 0800,https://www.strawberryfieldsreit.com,Greg  Flamion
"ProMIS Neurosciences, Inc. ",PMN,info@promisneurosciences.com.,,,"1920 Yonge Street Suite 200 Toronto, ON M4S 3E2 Canada",416 847 6898,https://www.promisneurosciences.com,Mr. Daniel E. Geffken M.B.A.
"ProMIS Neurosciences, Inc. ",PMN,annemarie.fields@sternir.com,,,"1920 Yonge Street Suite 200 Toronto, ON M4S 3E2 Canada",416 847 6898,https://www.promisneurosciences.com,Mr. Daniel E. Geffken M.B.A.
"Acurx Pharmaceuticals, Inc. ",ACXP,davidluci@acurxpharma.com,David P. Luci President & CEO 9175331469 davidluci@acurxpharma.com www.acurxpharma.com,,"259 Liberty Avenue Staten Island, NY 10305 United States",917 533 1469,https://www.acurxpharma.com,"Mr. Robert G. Shawah CPA, CPA"
Ituran ,ITRN,udi_m@ituran.com,,,3 Hashikma Street Azor 5800182 Israel,972 3 557 1314,https://www.ituran.com,Mr. Eli  Kamer
Ituran ,ITRN,ituran@ekgir.com,"To schedule a meeting with management, please contact an LD Micro representative or email a request to the Ituran investor relations team at  .",,3 Hashikma Street Azor 5800182 Israel,972 3 557 1314,https://www.ituran.com,Mr. Eli  Kamer
Zedge ,ZDGE,ir@zedge.net,"Brian Siegel, IRC, MBA Senior Managing Director Hayden IR (346) 396-8696 brian@haydenir.com ir@zedge.net",,"1178 Broadway Suite 1450 3rd Floor New York, NY 10001 United States",330 577 3424,https://www.zedge.net,Mr. Yi  Tsai
Zedge ,ZDGE,brian@haydenir.com,"Brian Siegel, IRC, MBA Senior Managing Director Hayden IR (346) 396-8696 ir@zedge.net",,"1178 Broadway Suite 1450 3rd Floor New York, NY 10001 United States",330 577 3424,https://www.zedge.net,Mr. Yi  Tsai
HeartSciences ,HSCS,info@heartsciences.com,,,"550 Reserve Street Suite 360 Southlake, TX 76092 United States",682 237 7781,https://heartsciences.com,Ms. Danielle  Watson
HeartSciences ,HSCS,investorrelations@heartsciences.com,,,"550 Reserve Street Suite 360 Southlake, TX 76092 United States",682 237 7781,https://heartsciences.com,Ms. Danielle  Watson
Diamcor Mining Inc. ,DMIFF,DeanT@Diamcor.com,Mr. Dean H. Taylor Diamcor Mining Inc +1 250 862-3212,Mr. Dean H. Taylor Diamcor Mining Inc +1 250 862-3212,"1620 Dickson Avenue Suite 630 Kelowna, BC V1Y 9Y2 Canada",250 862 3212,https://www.diamcormining.com,Mr. Darren  Vucurevich CPA
Diamcor Mining Inc. ,DMIFF,nsimon@investor3.ca,Mr. Neil Simon Investor Cubed Inc +1 (647) 258-3310,,"1620 Dickson Avenue Suite 630 Kelowna, BC V1Y 9Y2 Canada",250 862 3212,https://www.diamcormining.com,Mr. Darren  Vucurevich CPA
Diamcor Mining Inc. ,DMIFF,rmatthews@integcom.us,Mr. Rich Matthews Integrous Communications +1 (604) 355-7179,For Investor Relations contact: Mr. Rich Matthews Integrous Communications +1 (604) 355-7179,"1620 Dickson Avenue Suite 630 Kelowna, BC V1Y 9Y2 Canada",250 862 3212,https://www.diamcormining.com,Mr. Darren  Vucurevich CPA
